	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Tmem189	422.31416645822	-0.613171863235485	0.565982721742015	-1.0833755867109	0.278641747322622	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nol9	67.5354341360736	-1.13340775216564	1.84642714384374	-0.613838328766229	0.539322166429486	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nadk2	29.5723752921683	-5.65737810634561	1.32402701689549	-4.27285699925574	1.92984228764605e-05	0.000359600328907099	BMDM_DMHCA-BMDM_veh
Cox20	56.6952738128385	1.02261377702023	1.89019653199074	0.541009233544209	0.588501218383852	0.99998183208365	BMDM_DMHCA-BMDM_veh
Adam1a	111.374644173038	4.32590737236734	1.72455405528723	2.50842086341379	0.0121272129164768	0.0812736023525285	BMDM_DMHCA-BMDM_veh
Trappc13	152.102599847542	-0.0355516591149281	1.48995311848326	-0.02386092466528	0.980963543001457	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rrad	16.2588091776779	-5.07764402408331	1.1328635005176	-4.48213224432014	7.3900922729101e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Znrd1	132.113962991279	1.93216915213072	1.63226918105648	1.18373193254812	0.236519194220512	0.958261690313959	BMDM_DMHCA-BMDM_veh
Coq7	18.3626910656187	0.366641047320452	1.88750980574625	0.194245903361278	0.845983341618432	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gtpbp3	21.3479998159876	-4.49437861772319	1.10617654484138	-4.06298491744612	4.844916119529e-05	0.000689112005511731	BMDM_DMHCA-BMDM_veh
Rbm12	173.608849543647	0.773932090459811	1.89522848982696	0.408358197765629	NA	NA	BMDM_DMHCA-BMDM_veh
Stk11ip	375.887524014446	1.01472890120563	0.78258283083798	1.29664089374292	0.194754775031568	0.863604327429393	BMDM_DMHCA-BMDM_veh
Mthfd1	69.2562193568683	-0.339614156366415	1.73878627081	-0.195316791987441	0.845144952118785	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cwc15	159.166528079245	-0.855678382440044	1.71478674272104	-0.498999882097435	0.6177794671104	0.99998183208365	BMDM_DMHCA-BMDM_veh
Eif4h	625.907924926776	-0.281606285166241	0.733916293296112	-0.383703547309886	0.701198183140411	0.99998183208365	BMDM_DMHCA-BMDM_veh
Arnt	141.95467343135	-1.05872267711705	1.88321723765378	-0.562188289247004	0.573987739406481	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rpa2	30.4966600436036	-5.66900280714692	1.34628797417633	-4.21083966869365	2.54423271286499e-05	0.000430587232544366	BMDM_DMHCA-BMDM_veh
Cdc42	2269.97816040143	-0.172513279307314	0.173853880872142	-0.992288917807856	0.321056607779922	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cbr3	19.1133310910569	-5.27193553531199	1.1550439041545	-4.56427285261602	5.01228556607119e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Cdc37	353.087821048913	-0.276272395159483	1.32981054282568	-0.207753199619278	0.835421676519259	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rbm47	538.134058015027	0.169384466835923	0.439671325080583	0.385252476505896	0.700050367443496	0.99998183208365	BMDM_DMHCA-BMDM_veh
Shmt2	154.419059244198	0.597079055474683	1.57276141542874	0.379637400572875	0.704214594058195	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tspo	327.344737789543	0.67726031686412	0.915285541367393	0.739944297440037	0.459333794145712	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ddx11	152.343535488722	1.81250068635951	1.7012470096735	1.06539536942807	0.286697051364618	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pou2f2	241.520448389774	-0.100688986886044	1.59601901302382	-0.0630875860903928	0.949696759472366	0.99998183208365	BMDM_DMHCA-BMDM_veh
Herc3	192.693175216998	0.847249967812432	1.88775792100939	0.448812826254441	0.653566685358223	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cul4b	223.676134731249	0.0980497103429676	1.3404973497365	0.0731442776535447	0.941691307525688	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ptpn11	364.885936533702	-0.211022225560261	1.34593538243234	-0.156784811748471	0.875414443275272	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ubxn1	257.79045142326	0.274332090935434	1.28046563992455	0.214244008102864	0.830356779217926	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hnrnpm	329.537743420482	-0.923192704491849	1.16576532964811	-0.791919849572571	0.428407412179435	0.99998183208365	BMDM_DMHCA-BMDM_veh
Bud31	89.2423218903805	-0.792446267121527	1.89243672901253	-0.418743863386665	0.675403335193744	0.99998183208365	BMDM_DMHCA-BMDM_veh
Smim1	24.3329230076471	-4.53859417240426	1.1579349146831	-3.91955896212559	8.87111571190194e-05	0.00106880059594642	BMDM_DMHCA-BMDM_veh
Phf20	165.055985599976	-0.482410820049612	1.88465004894036	-0.255968380082471	0.797975253150379	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gpr141	96.4396135538968	-1.95031286178243	1.85593068675227	-1.05085436417635	0.293325482805039	0.99998183208365	BMDM_DMHCA-BMDM_veh
Arih1	525.661585670338	0.3114065216463	1.67757421270558	0.185629058486817	0.852735664226056	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rnf13	836.061467902637	0.10048312595059	0.535896925074178	0.187504576438242	0.85126503584547	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fam76b	233.358147236151	0.580156322079298	1.42259467970302	0.407815613510104	0.683409049847215	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sash1	1016.15082469173	-0.614913562228025	0.400095305884092	-1.53691771231669	0.12431346147872	0.637215711170793	BMDM_DMHCA-BMDM_veh
Dlat	59.1226140268945	-5.22686094197802	1.54619325696689	-3.3804706613657	0.000723617999456481	0.00576451200758678	BMDM_DMHCA-BMDM_veh
Cd180	1335.75684652723	0.030136732212563	0.256183753989946	0.117637171534873	0.906355150795623	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sbf2	372.158899658098	-0.675912392799328	0.66290036115135	-1.01962894035142	0.307904474245763	0.99998183208365	BMDM_DMHCA-BMDM_veh
Scamp5	120.121523188385	-0.634274088414719	1.91056173015296	-0.331983038498284	0.739902066694971	0.99998183208365	BMDM_DMHCA-BMDM_veh
Dok1	180.404087411297	-0.275500165891928	1.56887794828338	-0.175603313306413	0.860605599163041	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sacm1l	176.281076294568	-0.601942294460605	1.5027746114638	-0.400553941934296	0.688748561450872	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ctnnbl1	66.2047003079023	-0.529261172191099	1.86611882953529	-0.283616007627391	0.776704668336572	0.99998183208365	BMDM_DMHCA-BMDM_veh
Adck5	92.4535270308371	0.945881435399534	1.93194669674994	0.489600172194588	0.624416854591312	0.99998183208365	BMDM_DMHCA-BMDM_veh
Zfp180	168.731578242539	1.22764867328221	1.01567848512541	1.20869811782084	0.226778845057708	0.940165320440794	BMDM_DMHCA-BMDM_veh
Dtx4	216.36333603717	-1.36648304702115	1.80428145310779	-0.757355813122973	0.448836721202918	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ints4	181.446688817685	0.747656718058155	1.56679814270767	0.477187646371656	0.633228507166354	0.99998183208365	BMDM_DMHCA-BMDM_veh
Lrp10	692.159973979506	0.354725124612398	0.518189434027302	0.684547197065598	0.493629696950528	0.99998183208365	BMDM_DMHCA-BMDM_veh
Plk2	100.881429280801	-2.26673520729726	1.83992451740333	-1.23197184768008	0.217959600602543	0.918797643738098	BMDM_DMHCA-BMDM_veh
Cd74	1909.09019084936	0.0179762784308327	0.248470080091143	0.0723478594454458	0.942325078126607	0.99998183208365	BMDM_DMHCA-BMDM_veh
Txnrd2	17.5844995236822	-5.17527435870126	1.14050797895816	-4.53769237408475	5.68731417499161e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
H2-L	4799.32498609453	0.28672076966811	0.189112379527413	1.51613961171986	0.129484053924308	0.656587282288748	BMDM_DMHCA-BMDM_veh
Galc	355.257486456585	-1.33452696058344	1.38257442456577	-0.96524782816128	0.334420696334091	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mrpl11	21.2283632030382	-4.52296917858849	1.10725113712244	-4.08486297909158	4.41028339628533e-05	0.000649161346880751	BMDM_DMHCA-BMDM_veh
Carhsp1	166.575469487007	0.434579148735347	1.16054514314365	0.374461218766703	0.70806120420907	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cse1l	147.770281096945	-1.0519832365126	1.87926401630134	-0.559784696236055	0.57562630343449	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ccl5	142.350809591806	2.62386204760949	1.95346933433348	1.34318056674524	0.179213512640141	0.817311426037072	BMDM_DMHCA-BMDM_veh
Ap2a1	412.3719053009	0.0655375136549509	1.17203207143317	0.055917850076245	0.955407250773259	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sec61b	29.5278453141017	-1.50175945445845	1.33658527952628	-1.12357922645289	0.261191572949787	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pstpip1	340.717865034724	1.26085314389338	0.599677012241287	2.10255373835485	0.0355047974706799	0.220278024214845	BMDM_DMHCA-BMDM_veh
Cdc25c	50.815694303372	0.719517917199745	1.81072401529503	0.397364761897473	0.691098496879948	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mut	51.4124673883609	-5.79954845404383	1.64824277820938	-3.51862512653891	0.000433789197113496	0.00378656903073391	BMDM_DMHCA-BMDM_veh
Sdc4	325.054944971802	-0.755880879028887	1.18157761378658	-0.639721733222864	0.522353523550559	0.99998183208365	BMDM_DMHCA-BMDM_veh
Wdr82	373.839037182368	0.5927658341648	0.629025001798984	0.942356555732308	0.346010121827621	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nbr1	627.345931297075	0.205271664356976	1.55321179459436	0.13215948080705	0.894858149566671	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pcdhga5	195.048678424288	1.74301860992428	1.56495889231627	1.11377916601021	0.265373936940875	0.99998183208365	BMDM_DMHCA-BMDM_veh
Smim12	79.9978879720257	0.50438957495707	1.91399762589514	0.263526750573254	0.79214460801477	0.99998183208365	BMDM_DMHCA-BMDM_veh
Kpna4	258.533365243645	-0.490771895164461	1.64903789540276	-0.297611047346243	0.766000041896543	0.99998183208365	BMDM_DMHCA-BMDM_veh
Capg	2691.7732385757	0.290431444076078	0.284204679588643	1.02190943687644	0.306823765597647	0.99998183208365	BMDM_DMHCA-BMDM_veh
Lpin1	62.4891237581033	-3.45740925357291	1.39022654224198	-2.48693946527393	0.0128847321268505	0.0859911157417591	BMDM_DMHCA-BMDM_veh
Rbm39	390.291403917481	-0.266385645955671	0.833910070872273	-0.31944169432686	0.749391598126364	0.99998183208365	BMDM_DMHCA-BMDM_veh
Faim	17.490970365789	-5.17035892064606	1.13808534548271	-4.54303268306571	5.54506502738558e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Tnfrsf26	85.3529093233425	-0.536366560702376	1.90544029791225	-0.281492189122935	0.77833291816816	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ift46	106.405453397976	-0.0680766196596106	1.65009397832628	-0.0412562075577429	0.967091644630081	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pik3ca	274.986949051635	-0.726295193288118	1.37106515696675	-0.529730618269755	0.596298716022243	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cebpd	171.786135395422	1.23145685828111	1.3828474004056	0.890522597012449	0.373185340358493	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fam206a	32.657099284167	-5.70639356762979	1.38434169766082	-4.12209902892624	3.75435731603736e-05	0.000578070141828248	BMDM_DMHCA-BMDM_veh
Rpp25l	14.3183491204345	-4.92705614805001	1.11287105017707	-4.42733787285243	9.54032309577164e-06	0.000250926137292722	BMDM_DMHCA-BMDM_veh
Rsrc2	91.3611010718371	-0.416588003535795	1.91483601808823	-0.217558056982716	0.827773467334335	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cep44	45.1787874790949	1.0265608235444	1.78207360945184	0.576048496593905	0.564582402193833	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rps3	1205.92038174799	-0.168391919995157	0.5823251627233	-0.289171636011152	0.772450036245127	0.99998183208365	BMDM_DMHCA-BMDM_veh
Aup1	606.656203178815	0.707754457132007	0.64326862375477	1.10024713004162	0.271224460892818	0.99998183208365	BMDM_DMHCA-BMDM_veh
Svil	84.2732851247215	-2.67383707459921	1.56653409990897	-1.70684894427424	0.0878501325164625	0.487030935070534	BMDM_DMHCA-BMDM_veh
Bicd2	319.419276633896	-0.0961483052177343	1.17404565372474	-0.0818948606578431	0.93473032131383	0.99998183208365	BMDM_DMHCA-BMDM_veh
Zscan26	115.431018412684	-1.26983729398808	1.91448468907049	-0.66327889757353	0.507151949146505	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rap2b	684.159896860207	-0.160846274788623	0.54980919265846	-0.292549264247279	0.769866698998827	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fus	201.557026082091	-0.515792633278935	1.47673665698469	-0.349278682044853	0.726880101140104	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fam50a	141.65070960723	-0.112446646098252	1.13328821226775	-0.0992215791896769	0.920962341684387	0.99998183208365	BMDM_DMHCA-BMDM_veh
Haus4	48.4094985431676	-0.220882007079892	1.77796902590861	-0.124232764385202	0.901130980949572	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pitrm1	140.280237866237	-0.491932238856752	1.55406567458329	-0.316545334539133	0.751588620766676	0.99998183208365	BMDM_DMHCA-BMDM_veh
Bri3bp	201.68011288439	0.0328299099967169	1.52728512453159	0.0214955999173931	0.982850313410582	0.99998183208365	BMDM_DMHCA-BMDM_veh
Bap1	221.942830810929	-0.0122552818805338	1.7152400192715	-0.00714493700172581	0.994299213582765	0.99998183208365	BMDM_DMHCA-BMDM_veh
Deaf1	113.090355324871	0.785395057394058	1.95794162322979	0.401133030768549	0.688322183237079	0.99998183208365	BMDM_DMHCA-BMDM_veh
Qrsl1	113.827524355538	1.99893214596075	1.69252454485769	1.1810358390571	0.237588486289061	0.958745029437095	BMDM_DMHCA-BMDM_veh
Med12	268.580033084323	-0.691124265952567	1.49331671503295	-0.462811578411427	0.643499431234174	0.99998183208365	BMDM_DMHCA-BMDM_veh
Derl1	226.618590074121	-0.993854645341567	1.6845467528322	-0.589983414631036	0.555201768830523	0.99998183208365	BMDM_DMHCA-BMDM_veh
Manea	73.0097017159438	-1.53341919914015	1.84310269553466	-0.831977080200258	0.405421881713275	0.99998183208365	BMDM_DMHCA-BMDM_veh
