	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Flcn	541.932569733411	0.351359141947556	1.78625515501174	0.196701541188972	0.844061103963397	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sec31a	358.511766313526	-0.0614939169605511	1.35965259940858	-0.0452276684406736	0.963925840583793	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ezh1	290.540791356138	0.396004849185764	1.52913699103157	0.25897277451814	0.79565624684827	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tgoln2	532.985116264749	-0.0587862247335802	0.675347634420776	-0.0870458734692974	0.930635048705919	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cpsf2	135.321234954589	-1.93534268847542	1.84813068055585	-1.04718930800572	0.295012275578527	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pik3cd	366.756892533487	-1.58659275574547	0.712068101254777	-2.22814749452987	0.0258706810243973	0.164318767361611	BMDM_DMHCA-BMDM_veh
Zbtb33	90.5204925178503	-1.16830305682998	1.87891430624077	-0.621796881821323	0.53407543695512	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ppp2r2a	164.938789046687	-0.49354354999953	1.33576530066449	-0.369483733223203	0.711767195763671	0.99998183208365	BMDM_DMHCA-BMDM_veh
Dopey2	200.916851190835	-0.576497754934581	1.47388166564198	-0.391142496968016	0.695691909783701	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rab11b	322.623642516668	0.44452495263046	0.977542316452095	0.454737298988575	0.649298243642725	0.99998183208365	BMDM_DMHCA-BMDM_veh
Atp5e	164.314482325437	0.264071864821747	1.5576111598281	0.169536448911223	0.865374705206071	0.99998183208365	BMDM_DMHCA-BMDM_veh
Stat5b	248.750020992125	-0.0926407559727032	1.55540827187725	-0.059560411017291	0.952505749793683	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rab18	131.228668555324	-1.84733085811341	1.85555232466305	-0.995569261809347	0.319459475941633	0.99998183208365	BMDM_DMHCA-BMDM_veh
Dennd6a	194.062413795492	-1.03494225316062	1.57054508415647	-0.658970101273142	0.509914968345408	0.99998183208365	BMDM_DMHCA-BMDM_veh
Angel2	73.6711819835392	-3.53505679334511	1.50924676343776	-2.34226561155113	0.019167068868251	0.123699297233395	BMDM_DMHCA-BMDM_veh
Tab1	79.6974940893382	-0.254987920411818	1.59196113210988	-0.160172202240814	0.872745426057631	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nfx1	214.14169867638	0.39801077955303	1.587101776193	0.250778359348663	0.801985473769107	0.99998183208365	BMDM_DMHCA-BMDM_veh
Naa38	38.6544675877663	0.0418979184063453	1.68010384102741	0.0249376957442845	0.980104659719454	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pcbd2	7.0728596091716	-4.01239441430691	1.09347540843728	-3.6693961138469	0.000243124111938761	0.00229722217429063	BMDM_DMHCA-BMDM_veh
Tnip1	436.301678839357	0.239904395785587	0.852498113770774	0.281413403631405	0.778393338741859	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pex13	69.0929794003781	-0.695283935389448	1.51355142709972	-0.459372521435731	0.645966677407078	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hif1a	379.238299608858	0.0512301599992427	0.696806851007016	0.073521320757977	0.941391278474272	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cdk13	227.59278077012	-0.615173071102645	1.82420767454295	-0.337227542503774	0.735945376163072	0.99998183208365	BMDM_DMHCA-BMDM_veh
Spc25	42.1166050432523	-2.19990739460586	1.5735143157851	-1.39808540191656	0.162087423036441	0.762618948738025	BMDM_DMHCA-BMDM_veh
Sh2b3	829.18094785024	0.6124496011308	0.486416267089822	1.25910591928807	0.207992076697194	0.896609950465535	BMDM_DMHCA-BMDM_veh
Man1a	239.349709734841	-0.377440403766486	1.53018717024799	-0.246662899222529	0.805169121594512	0.99998183208365	BMDM_DMHCA-BMDM_veh
Smc1a	259.378604389268	-1.13583769201953	1.77598210784665	-0.639554693147625	0.522462145541289	0.99998183208365	BMDM_DMHCA-BMDM_veh
Itgax	128.718804575461	1.52250427237857	1.67839859939104	0.907117220504694	0.364344812516098	0.99998183208365	BMDM_DMHCA-BMDM_veh
Smim10l1	76.6453620053319	-0.829749305077487	1.90890241870431	-0.43467350501902	0.663799432552164	0.99998183208365	BMDM_DMHCA-BMDM_veh
Zfyve27	128.221043177508	-0.294666489705562	1.59541861446384	-0.184695406606239	0.853467949192029	0.99998183208365	BMDM_DMHCA-BMDM_veh
Csf2rb	1362.63833381279	-0.243309052141482	0.393915133211511	-0.617668709901627	0.536793741930907	0.99998183208365	BMDM_DMHCA-BMDM_veh
Megf9	38.9438470625251	0.77217804431198	1.24530685028117	0.620070502412826	0.535211371425462	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tmem127	354.946240134531	-0.147353132115834	0.896481981530839	-0.164368202765451	0.869441293618534	0.99998183208365	BMDM_DMHCA-BMDM_veh
Kpna2	19.0085669999201	-5.2660030906103	1.15362631634341	-4.56473904591711	5.00116042862327e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Mthfd1l	158.404025508779	1.9230244230343	1.58592365998348	1.21255800109214	0.225298854467699	0.937907322542749	BMDM_DMHCA-BMDM_veh
Ppp2r5e	182.189982867105	-0.252958512325089	1.62360529516331	-0.155800497250561	0.876190278663207	0.99998183208365	BMDM_DMHCA-BMDM_veh
Zbtb4	474.83623451333	0.381947677678284	1.6961779560486	0.225181371044383	0.821838181066112	0.99998183208365	BMDM_DMHCA-BMDM_veh
Parp12	331.242937827647	-0.162625261875057	1.34843083212482	-0.120603339823369	0.904005223359047	0.99998183208365	BMDM_DMHCA-BMDM_veh
Phyh	79.8279118626851	-0.328789571674884	1.904126186709	-0.172672154802486	0.862909132237696	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ppp3cb	151.670874189045	-0.862472583024534	1.88316157568632	-0.457991812364908	0.646958323601826	0.99998183208365	BMDM_DMHCA-BMDM_veh
Usp9x	471.536233584522	-0.470978104323059	1.1210282915835	-0.420130435475256	0.674390169886162	0.99998183208365	BMDM_DMHCA-BMDM_veh
Avl9	149.506092564995	-1.24926239835371	1.87007060533671	-0.668029535777223	0.504114739169547	0.99998183208365	BMDM_DMHCA-BMDM_veh
Aifm2	176.582672736147	1.17890730578195	1.67916717783636	0.702078578799402	0.482630160473112	0.99998183208365	BMDM_DMHCA-BMDM_veh
Dazap2	1350.00070625448	0.0158299120869801	0.317112342075328	0.0499189403458153	0.960186983905864	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gpsm3	516.705113984612	0.612035891825152	0.501697413796549	1.21993033050266	0.222491286771193	0.928945795520702	BMDM_DMHCA-BMDM_veh
Calcoco1	181.002933796874	-0.308483702214512	1.61124233022914	-0.191457049276159	0.848167527748546	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mcm7	342.666666777526	1.47128665060335	0.86964787710831	1.69181882613865	0.0906805229165871	0.499401087349777	BMDM_DMHCA-BMDM_veh
Prmt2	139.404330875484	0.935538551679064	1.66568016119083	0.56165557678866	0.574350706547907	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hmgn2	107.421011063231	0.570282185179904	1.6988218443198	0.335692755003537	0.737102569781682	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pycrl	13.043301151068	-4.80972017784967	1.10404297623364	-4.35646100866262	1.32182226752376e-05	0.000286857443570699	BMDM_DMHCA-BMDM_veh
Sft2d2	494.648898334883	-1.10378049449365	1.23132766576205	-0.896414922839035	0.370031200155588	0.99998183208365	BMDM_DMHCA-BMDM_veh
Acly	643.40178635333	0.228058434201408	0.481134187993484	0.474001723204291	0.63549867840344	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rbm10	191.971081700752	1.75260857071804	1.61538488933905	1.08494797882821	0.277944696265894	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mocs1	60.6907767101963	-5.81556121694143	1.71910650118875	-3.38289757668882	0.000717253766064517	0.00572518379240751	BMDM_DMHCA-BMDM_veh
Ap5b1	156.050743399756	0.105899913045248	1.69372430639891	0.0625248823820716	0.950144847426497	0.99998183208365	BMDM_DMHCA-BMDM_veh
Map4k2	212.572815616791	0.267174816659691	1.48146118481904	0.180345472022829	0.856881359345242	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pcgf1	14.9823730064303	0.134925004844594	1.83171033832766	0.0736606667666569	0.941280397098794	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rchy1	51.9924531854166	-1.45226143421561	1.74440470073945	-0.832525522087849	0.40511237838196	0.99998183208365	BMDM_DMHCA-BMDM_veh
Uck2	9.18878645242241	-4.3538148494791	1.09404195910484	-3.97956843724846	6.90404836677029e-05	0.000891693052671104	BMDM_DMHCA-BMDM_veh
Gfpt1	147.383054428601	0.158505524770692	1.70559378782459	0.0929327521606767	0.925956985868956	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ptgr2	110.517723926447	-0.887985112866673	1.90487057547538	-0.466165588517775	0.641096978629193	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nmd3	129.136306337565	1.16760369003127	1.75997482550339	0.663420676882301	0.50706116688925	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gm2a	1350.70105739316	0.150738691377921	0.272278056624166	0.553620417476354	0.579838649811448	0.99998183208365	BMDM_DMHCA-BMDM_veh
Snrnp70	390.848947999362	-0.19248198768902	0.800712633823308	-0.240388348526414	0.810029209958921	0.99998183208365	BMDM_DMHCA-BMDM_veh
Poll	74.8292240218308	1.01278069380037	1.60681842839759	0.630301890930122	0.528497086058756	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mfhas1	178.072670753397	-0.588558439496031	1.75103204006869	-0.336120885299701	0.736779709545516	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ahcyl2	183.108977226561	-1.71610361903167	1.81980499581692	-0.943015115892294	0.345673171262364	0.99998183208365	BMDM_DMHCA-BMDM_veh
Aldoc	103.894346097968	0.0273973656853885	1.9219787033214	0.0142547706892083	0.988626723722689	0.99998183208365	BMDM_DMHCA-BMDM_veh
Me2	44.495942500847	-2.58995147581639	1.56936897880667	-1.65031392285182	0.0988787461005901	0.531995507189091	BMDM_DMHCA-BMDM_veh
Emc6	264.329781122072	2.27628087401526	1.11896642227802	2.03427093851588	0.0419242856139296	0.255171941726057	BMDM_DMHCA-BMDM_veh
Ticam1	57.9337613673594	-5.80908062702348	1.70135181969193	-3.41439116812145	0.000639247263402808	0.00520613355027139	BMDM_DMHCA-BMDM_veh
Pbxip1	654.137512625623	1.0016489269737	0.502333336870445	1.99399254131531	0.0461528696354215	0.277539970176425	BMDM_DMHCA-BMDM_veh
Zranb3	35.4515687336369	-5.74206506645993	1.43328162933393	-4.0062364220271	6.16938989141102e-05	0.000815335184660613	BMDM_DMHCA-BMDM_veh
Wdr41	312.014375141926	0.463712222254709	1.37869657780334	0.336341026532129	0.73661371543255	0.99998183208365	BMDM_DMHCA-BMDM_veh
Kat5	43.9468990788205	-5.78926357806713	1.56503912399344	-3.69911747847869	0.000216350447751201	0.00208101114131911	BMDM_DMHCA-BMDM_veh
Ilf3	133.126409145511	-0.585106733978774	1.8966437636982	-0.308495852082362	0.75770505600207	0.99998183208365	BMDM_DMHCA-BMDM_veh
Scly	162.687540224535	0.829176608033645	1.56267972249529	0.530611996877783	0.595687680498348	0.99998183208365	BMDM_DMHCA-BMDM_veh
Atg7	206.918114184528	-0.387463216593454	1.47562999737713	-0.262574776388495	0.792878343564847	0.99998183208365	BMDM_DMHCA-BMDM_veh
Trove2	173.843919395559	-0.00235070275324257	1.76911300659484	-0.00132874652126783	0.998939813977431	0.99998183208365	BMDM_DMHCA-BMDM_veh
Trim14	253.847665221538	-0.242050908849914	1.60444802801684	-0.150862417867843	0.880084247304977	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sh3bgrl	1332.57583035386	-0.0624241739391632	0.381045263208842	-0.16382351380904	0.869870080415887	0.99998183208365	BMDM_DMHCA-BMDM_veh
Poc1b	56.7538849205499	-0.559465847023053	1.82313261982683	-0.306870625284624	0.75894184862466	0.99998183208365	BMDM_DMHCA-BMDM_veh
Otub1	140.681792798033	-0.958063561828232	1.75690692521506	-0.545312644670096	0.585538508965247	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pdia6	299.480887912557	-0.368276685815299	1.16046394211474	-0.317352976210688	0.750975783933046	0.99998183208365	BMDM_DMHCA-BMDM_veh
Snap23	358.400587938745	-0.549298317909004	1.31460033565823	-0.417844346307705	0.676060925222699	0.99998183208365	BMDM_DMHCA-BMDM_veh
Sept2	888.461064852475	-0.0804902197827104	0.635673303865147	-0.126621991663482	0.899239590211344	0.99998183208365	BMDM_DMHCA-BMDM_veh
Crip1	288.706101943208	-0.0774758984914714	0.69547883141765	-0.111399362556508	0.911299665522078	0.99998183208365	BMDM_DMHCA-BMDM_veh
Bola3	5.83907280500327	-3.75786274926665	1.09117372196794	-3.44387211093146	0.000573446881275324	0.00474735901092946	BMDM_DMHCA-BMDM_veh
Prrc1	118.142704992242	-0.999149993366738	1.89910377834991	-0.526116584442204	0.598807206434032	0.99998183208365	BMDM_DMHCA-BMDM_veh
Impact	192.340340247675	-0.650308982150525	1.50018048268046	-0.433487163483544	0.664660889638629	0.99998183208365	BMDM_DMHCA-BMDM_veh
8030462N17Rik	47.1011200697554	-0.300708280788315	1.76361661983854	-0.170506604103019	0.864611741090267	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tbce	42.0268922523537	-0.866816291732719	1.67852217228189	-0.51641634888523	0.605563649628062	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hmgxb4	88.7942380063782	0.320883387798481	1.64065311191799	0.195582713656853	0.844936791470086	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mob1b	156.506986397891	0.169193362002268	1.65021148850982	0.102528289967884	0.91833735901757	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mgat4b	496.500722236441	0.835095056192241	0.649449948692057	1.28584975312425	0.19849550259023	0.870126186764383	BMDM_DMHCA-BMDM_veh
Rtf1	207.417260566011	0.0154369147839362	1.62422077219636	0.00950419736539975	0.992416861823348	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gsk3b	323.241621014495	-1.46925736173734	0.694737752621139	-2.11483737020776	0.0344438106075758	0.214026528810204	BMDM_DMHCA-BMDM_veh
Ap3d1	791.017344612896	0.00696861873751435	0.737780881467115	0.00944537722861142	0.99246379139583	0.99998183208365	BMDM_DMHCA-BMDM_veh
Arhgap25	151.869471887706	-1.64614519129546	1.85023142490506	-0.889696915281787	0.373628650818727	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mbnl2	352.155480379658	-2.15148370451248	0.713091219434833	-3.01712269885704	0.00255186496909331	0.0182940668293714	BMDM_DMHCA-BMDM_veh
Sfswap	250.223243163763	1.35969558355793	1.47302721001299	0.923062095740874	0.355974846206816	0.99998183208365	BMDM_DMHCA-BMDM_veh
Myo7a	291.307649874862	0.650252916906284	0.705986193018823	0.921056138684213	0.357021118234234	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tmed5	377.355177695388	-0.479519166513552	1.1746844736503	-0.408211036469613	0.683118746273658	0.99998183208365	BMDM_DMHCA-BMDM_veh
Larp4	394.52747626921	0.589166495831735	1.42235129076029	0.414220101362448	0.678712921755144	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fam193a	239.3110820969	0.660470263063539	1.50313424952835	0.439395392175238	0.660375064713319	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hmbs	86.9938107264939	0.854856714368753	1.92667595943522	0.443695116546398	0.65726302663467	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ankrd11	307.622458596702	-1.29144722357438	0.857741216976161	-1.50563736242871	0.132160291677643	0.665530357713782	BMDM_DMHCA-BMDM_veh
Lmf1	34.8977136830192	-1.10312304154952	1.18541871317099	-0.930576706182297	0.352072568543205	0.99998183208365	BMDM_DMHCA-BMDM_veh
Pmf1	74.5791929647948	-0.225018542392128	1.89876320748153	-0.118507953759324	0.905665193319121	0.99998183208365	BMDM_DMHCA-BMDM_veh
Txndc9	125.215674939503	-0.373915923356621	1.57930507117838	-0.236759781362335	0.812843154323221	0.99998183208365	BMDM_DMHCA-BMDM_veh
Dlg1	160.841586031286	0.0179520323467692	1.5562930068833	0.0115351236993095	0.990796506995206	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ube2b	276.730529810912	0.155286492671296	1.40463604132204	0.110552832266172	0.911970952514951	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fam58b	92.7851925579361	1.26776535766128	1.68648860790262	0.751718897904632	0.452220123281849	0.99998183208365	BMDM_DMHCA-BMDM_veh
B3gnt8	152.079174041393	-0.281847389246355	1.77610516289088	-0.158688457831858	0.87391433225984	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fbxw5	256.456038303009	1.22119710102296	0.823931465399437	1.4821585924394	0.138298101439388	0.688732187690237	BMDM_DMHCA-BMDM_veh
Ptdss2	29.5868037058635	-5.6564279397874	1.32532828066901	-4.26794479699179	1.9728212992329e-05	0.00036549589982555	BMDM_DMHCA-BMDM_veh
Aqr	297.296890909502	-0.0131393894225892	0.813739855104136	-0.0161469164133637	0.987117184499159	0.99998183208365	BMDM_DMHCA-BMDM_veh
Dgcr8	42.0730358130099	-5.78328614424512	1.54066092560452	-3.75376959857399	0.000174194988822346	0.0017594135320362	BMDM_DMHCA-BMDM_veh
Ptpn12	444.742070313718	0.590200960632164	0.672723214608689	0.877331044648835	0.38030685477516	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hmgcl	192.331062083737	0.212767924609909	1.86997449407984	0.113781190750736	0.909411249355932	0.99998183208365	BMDM_DMHCA-BMDM_veh
Trmt5	40.1294502531168	0.718884428479477	1.72000032528078	0.417955984026994	0.675979299262407	0.99998183208365	BMDM_DMHCA-BMDM_veh
Eci1	8.63803363027792	-4.26767533340698	1.09267969997251	-3.90569654905674	9.39543550055378e-05	0.00111001743130254	BMDM_DMHCA-BMDM_veh
Padi2	313.210453126468	0.757631451267183	0.804835053078797	0.94134996775918	0.346525544097142	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rps3a1	346.93654353762	-0.82532057611535	1.30264645808425	-0.633572195274774	0.526360051348318	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mta1	158.568062984266	-0.59760476812791	1.76001095663939	-0.339546049911525	0.734198412455127	0.99998183208365	BMDM_DMHCA-BMDM_veh
Epc2	107.918201351444	-0.450132306596711	1.66752733166174	-0.269939987219364	0.787206423329769	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cyb561d2	18.0246571202373	-5.20734325612626	1.14098806952075	-4.56388931245663	5.02145605237892e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Ptges3	152.901949220534	-0.127151826793373	1.47903897875886	-0.0859692196212931	0.931490885796435	0.99998183208365	BMDM_DMHCA-BMDM_veh
Atn1	226.408450536734	-0.969693907297549	1.42243927706561	-0.681711987943668	0.495421085683365	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rnf6	184.795884339999	-0.888316667986177	1.52066825747361	-0.584162037722809	0.559111299545375	0.99998183208365	BMDM_DMHCA-BMDM_veh
Lactb	143.153994962289	0.834062985362276	1.71098299166762	0.487475906788151	0.625921112733235	0.99998183208365	BMDM_DMHCA-BMDM_veh
Timp2	1222.74519716764	-0.207581150306845	0.281109692205288	-0.738434696713528	0.460250336723647	0.99998183208365	BMDM_DMHCA-BMDM_veh
Psmd9	156.667098696235	1.27786507701763	1.68514160971327	0.758313170627283	0.448263524489624	0.99998183208365	BMDM_DMHCA-BMDM_veh
Srrm2	1490.3712417916	-0.37105580043924	0.436856260342671	-0.849377321840789	0.395671368088706	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gtf3c3	112.954665585615	0.168277114331917	1.95055116482404	0.0862715715263473	0.931250536835829	0.99998183208365	BMDM_DMHCA-BMDM_veh
Limk1	128.180993265879	0.545324896052498	1.76431909340964	0.309085186511602	0.757256727307801	0.99998183208365	BMDM_DMHCA-BMDM_veh
Laptm4a	1192.91987255285	0.502033515201633	0.28281513919897	1.77512956563628	0.0758764962198695	0.429556282763439	BMDM_DMHCA-BMDM_veh
Ssh1	145.12988725754	0.469571919628634	1.57658799486015	0.297840603353248	0.765824823118954	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nr2f6	218.448299718417	2.02139760343838	1.03187961836045	1.95894711696135	0.0501189802986465	0.297597675762948	BMDM_DMHCA-BMDM_veh
Edrf1	92.7280528252731	0.736998449194224	1.62024078923356	0.454869704609063	0.649202979295702	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ccpg1	273.380592198202	-0.258793648154609	1.39286523142543	-0.185799488935312	0.852602005325384	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mrpl36	79.0035991867416	0.700110991742372	1.70211614682977	0.411317989695558	0.680839380099632	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ccdc28b	7.48527203123757	-4.08642570106075	1.09253152246521	-3.74032750271596	0.00018378063649286	0.00183141399496363	BMDM_DMHCA-BMDM_veh
Helz	57.7963101027767	-5.21300367465296	1.53868064616139	-3.38796987383837	0.000704119977512464	0.00564845045960499	BMDM_DMHCA-BMDM_veh
Adnp2	176.976760616575	0.937836658770916	1.65232996324272	0.567584368518259	0.57031722371362	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tmem168	166.511532677251	-1.45340065726892	1.84745574163329	-0.786703910960272	0.431455214112993	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gba2	107.747770708488	0.620570969942612	1.95707798808008	0.317090567530934	0.751174881890745	0.99998183208365	BMDM_DMHCA-BMDM_veh
Crot	100.959474198037	-1.3384666437329	1.88744179584484	-0.709143268247795	0.478235574712408	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ncf2	533.157991621498	-0.120649380507085	0.51198367554299	-0.23565083472462	0.813703623671261	0.99998183208365	BMDM_DMHCA-BMDM_veh
Arhgap21	108.133099373157	-1.64808882894766	1.71268024799137	-0.962286352563788	0.335905782472013	0.99998183208365	BMDM_DMHCA-BMDM_veh
Yars	41.0471897593188	-1.88595642235466	1.58667131884843	-1.18862451217903	0.23458745767675	0.956845083331835	BMDM_DMHCA-BMDM_veh
Itch	285.208344165727	-0.621457410487801	2.04368435945971	-0.304086786989012	0.76106177294892	0.99998183208365	BMDM_DMHCA-BMDM_veh
Susd1	20.9756028270884	-5.37336062645062	1.17691570817185	-4.56562911782124	4.97998558233884e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Nfkb2	173.864933784093	-0.915676667106893	1.50887651291658	-0.606859911509219	0.543943884381113	0.99998183208365	BMDM_DMHCA-BMDM_veh
Stac2	56.0297024332201	-1.03644851621204	1.79721186577494	-0.576698015381253	0.564143473341631	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ctsd	25365.850286266	0.152383457989183	0.090326582444215	1.68702782575986	0.0915980016029011	0.502981910296188	BMDM_DMHCA-BMDM_veh
Calm3	423.507383255036	-0.1760815925743	0.826377807270262	-0.213076381075556	0.831267386791712	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mef2d	343.064346515778	-0.779743055986916	1.42718139910204	-0.546351750714741	0.584824169513637	0.99998183208365	BMDM_DMHCA-BMDM_veh
Nt5dc3	53.5513342722362	-1.57662197335459	1.74839027499299	-0.901756316026704	0.367186329907586	0.99998183208365	BMDM_DMHCA-BMDM_veh
Fastkd2	77.0274226165412	0.626138988887195	1.9404156645872	0.322682918054261	0.746935390108179	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ptpn9	147.524147637098	0.30847075943654	1.5755479219132	0.195786338927706	0.844777403096378	0.99998183208365	BMDM_DMHCA-BMDM_veh
Hectd3	238.493794506374	0.142734142536502	1.45068242952954	0.0983910328208711	0.921621794903474	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ttll12	158.337061147118	0.967998406322935	1.5935556497145	0.607445624190383	0.543555218226518	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cox6b1	177.992984547999	-0.577699917197307	1.87157998142075	-0.308669638985327	0.757572841338104	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ehd1	289.367432359218	0.169676069211308	1.26617304575785	0.134007014112159	0.893397028005969	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ovca2	35.7222899085523	-5.74340567755085	1.4389843039776	-3.99129140024326	6.5714475291067e-05	0.000857173204528357	BMDM_DMHCA-BMDM_veh
Sbno2	458.427205315573	-0.076639069039784	0.679713939522867	-0.112751945463384	0.91022721726574	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cdk1	234.872669300205	0.450602532785584	1.29497315271003	0.347962837563538	0.727868092839712	0.99998183208365	BMDM_DMHCA-BMDM_veh
Ulk2	248.981114653872	-0.560837972551168	1.47770083895786	-0.37953417753129	0.704291229377702	0.99998183208365	BMDM_DMHCA-BMDM_veh
Cog4	108.097278559111	-0.545028467289686	1.90779551266001	-0.285684950862349	0.775119432009939	0.99998183208365	BMDM_DMHCA-BMDM_veh
Flna	3217.99817855837	-0.21559197171353	0.169915585364975	-1.26881810900656	0.204505944816066	0.886781994224044	BMDM_DMHCA-BMDM_veh
Slc35b3	14.771794601952	-4.96642361725067	1.11519414297509	-4.45341615945124	8.45147184796796e-06	0.000239138658622983	BMDM_DMHCA-BMDM_veh
Ugt1a5	447.626761584329	-0.0349723399954463	1.28012388797694	-0.0273194964361732	0.978204906764106	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tarbp2	62.4577712088892	1.05143368930469	1.66228245345619	0.632524085854707	0.52704447487269	0.99998183208365	BMDM_DMHCA-BMDM_veh
2410015M20Rik	22.8055383978686	-5.45510410370708	1.20484359754116	-4.52764501121959	5.96446694614675e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
Taldo1	1307.66514749431	0.180546937265786	0.304924829297265	0.592103101875557	0.553781549936276	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tspyl1	469.516744563455	0.642414871812835	1.733196772153	0.370653166526972	0.710895877052439	0.99998183208365	BMDM_DMHCA-BMDM_veh
Mical1	247.0833810112	0.000271199837083762	2.04861598024869	0.000132381978710739	0.999894374463367	0.99998183208365	BMDM_DMHCA-BMDM_veh
Zfp518a	119.096582151125	-0.22234576762092	1.79512899717432	-0.123860607215922	0.901425643591322	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rpl13a	1181.91413553874	0.278025565010683	0.315005091384145	0.882606575623992	0.377448874535711	0.99998183208365	BMDM_DMHCA-BMDM_veh
Tgfbrap1	145.257051030779	-1.59881425240703	1.49402174538433	-1.0701412193942	0.284555747858946	0.99998183208365	BMDM_DMHCA-BMDM_veh
Reps1	67.0219761157633	-1.51196511806512	1.67080113414122	-0.904934218184055	0.365500237757225	0.99998183208365	BMDM_DMHCA-BMDM_veh
Trex1	316.6754450132	0.847826765477395	1.45173011246806	0.584011282948468	0.559212720988457	0.99998183208365	BMDM_DMHCA-BMDM_veh
Brd8	64.1318091971694	-5.82590635085257	1.73808757813757	-3.35190609732984	0.000802572358133848	0.00625678858790061	BMDM_DMHCA-BMDM_veh
0610039K10Rik	27.708577555037	-5.59595874762783	1.3058926090259	-4.28515998095893	1.8260773529054e-05	0.000351414875260611	BMDM_DMHCA-BMDM_veh
Prex1	977.110638220214	-0.6309720164145	0.759827220047615	-0.830415125658382	0.406304116626998	0.99998183208365	BMDM_DMHCA-BMDM_veh
Rcbtb2	630.466893754574	0.234771281036689	0.445532347258672	0.526945534889261	0.59823141153037	0.99998183208365	BMDM_DMHCA-BMDM_veh
Gabpb1	19.5580796783743	-5.29828787106916	1.15908005625297	-4.57111468917623	4.85136659476633e-06	0.000237423590996065	BMDM_DMHCA-BMDM_veh
